author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
(L.),ELATERIDAE,Agriotes,lineatus,Agriotes lineatus,in meadows,praticolous,Ecopr,KochGroup,Ecology,Agriotes|lineatus|(L.)
(L.),ELATERIDAE,Agriotes,obscurus,Agriotes obscurus,Meadowland,Meadowland,BEco03,Bugs,,Agriotes|obscurus|(L.)
(L.),ELATERIDAE,Agriotes,obscurus,Agriotes obscurus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Agriotes|obscurus|(L.)
(L.),ELATERIDAE,Agriotes,obscurus,Agriotes obscurus,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Agriotes|obscurus|(L.)
(L.),ELATERIDAE,Agriotes,obscurus,Agriotes obscurus,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Agriotes|obscurus|(L.)
(L.),ELATERIDAE,Agriotes,sputator,Agriotes sputator,Meadowland,Meadowland,BEco03,Bugs,,Agriotes|sputator|(L.)
(L.),ELATERIDAE,Agriotes,sputator,Agriotes sputator,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Agriotes|sputator|(L.)
(L.),ELATERIDAE,Agriotes,sputator,Agriotes sputator,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Agriotes|sputator|(L.)
(L.),ELATERIDAE,Agriotes,sputator,Agriotes sputator,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Agriotes|sputator|(L.)
(L.),ELATERIDAE,Agrypnus,murina,Agrypnus murina,Meadowland,Meadowland,BEco03,Bugs,,Agrypnus|murina|(L.)
(L.),ELATERIDAE,Agrypnus,murina,Agrypnus murina,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Agrypnus|murina|(L.)
(L.),ELATERIDAE,Agrypnus,murina,Agrypnus murina,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Agrypnus|murina|(L.)
(L.),ELATERIDAE,Agrypnus,murina,Agrypnus murina,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Agrypnus|murina|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,Wood and trees,Wood and trees,BEco04,Bugs,,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,under bark,corticolous,Ecoco,KochGroup,Ecology,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,balteatus,Ampedus balteatus,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Ampedus|balteatus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,Wood and trees,Wood and trees,BEco04,Bugs,,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,under bark,corticolous,Ecoco,KochGroup,Ecology,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,sanguineus,Ampedus sanguineus,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Ampedus|sanguineus|(L.)
(L.),ELATERIDAE,Ampedus,tristis,Ampedus tristis,Wood and trees,Wood and trees,BEco04,Bugs,,Ampedus|tristis|(L.)
(L.),ELATERIDAE,Ampedus,tristis,Ampedus tristis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Ampedus|tristis|(L.)
(L.),ELATERIDAE,Ampedus,tristis,Ampedus tristis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Ampedus|tristis|(L.)
(L.),ELATERIDAE,Ampedus,tristis,Ampedus tristis,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Ampedus|tristis|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,Meadowland,Meadowland,BEco03,Bugs,,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,on flowers,floricolous,Ecofl,KochGroup,Ecology,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Anostirus,castaneus,Anostirus castaneus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Anostirus|castaneus|(L.)
(L.),ELATERIDAE,Calambus,bipustulatus,Calambus bipustulatus,Wood and trees,Wood and trees,BEco04,Bugs,,Calambus|bipustulatus|(L.)
(L.),ELATERIDAE,Calambus,bipustulatus,Calambus bipustulatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Calambus|bipustulatus|(L.)
(L.),ELATERIDAE,Calambus,bipustulatus,Calambus bipustulatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Calambus|bipustulatus|(L.)
(L.),ELATERIDAE,Calambus,bipustulatus,Calambus bipustulatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Calambus|bipustulatus|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,Wood and trees,Wood and trees,BEco04,Bugs,,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Cardiophorus,ruficollis,Cardiophorus ruficollis,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Cardiophorus|ruficollis|(L.)
(L.),ELATERIDAE,Ctenicera,pectinicornis,Ctenicera pectinicornis,Meadowland,Meadowland,BEco03,Bugs,,Ctenicera|pectinicornis|(L.)
(L.),ELATERIDAE,Ctenicera,pectinicornis,Ctenicera pectinicornis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Ctenicera|pectinicornis|(L.)
(L.),ELATERIDAE,Ctenicera,pectinicornis,Ctenicera pectinicornis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Ctenicera|pectinicornis|(L.)
(L.),ELATERIDAE,Ctenicera,pectinicornis,Ctenicera pectinicornis,in meadows,praticolous,Ecopr,KochGroup,Ecology,Ctenicera|pectinicornis|(L.)
(L.),ELATERIDAE,Ctenicera,pectinicornis,Ctenicera pectinicornis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Ctenicera|pectinicornis|(L.)
(L.),ELATERIDAE,Dalopius,marginatus,Dalopius marginatus,Wood and trees,Wood and trees,BEco04,Bugs,,Dalopius|marginatus|(L.)
(L.),ELATERIDAE,Dalopius,marginatus,Dalopius marginatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Dalopius|marginatus|(L.)
(L.),ELATERIDAE,Dalopius,marginatus,Dalopius marginatus,under bark,corticolous,Ecoco,KochGroup,Ecology,Dalopius|marginatus|(L.)
(L.),ELATERIDAE,Dalopius,marginatus,Dalopius marginatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dalopius|marginatus|(L.)
(L.),ELATERIDAE,Dalopius,marginatus,Dalopius marginatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Dalopius|marginatus|(L.)
(L.),ELATERIDAE,Denticollis,linearis,Denticollis linearis,Wood and trees,Wood and trees,BEco04,Bugs,,Denticollis|linearis|(L.)
(L.),ELATERIDAE,Denticollis,linearis,Denticollis linearis,on trees,arboricolous,Ecoab,KochGroup,Ecology,Denticollis|linearis|(L.)
(L.),ELATERIDAE,Denticollis,linearis,Denticollis linearis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Denticollis|linearis|(L.)
(L.),ELATERIDAE,Denticollis,linearis,Denticollis linearis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Denticollis|linearis|(L.)
(L.),ELATERIDAE,Denticollis,linearis,Denticollis linearis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Denticollis|linearis|(L.)
(L.),ELATERIDAE,Ectinus,aterrimus,Ectinus aterrimus,Wood and trees,Wood and trees,BEco04,Bugs,,Ectinus|aterrimus|(L.)
(L.),ELATERIDAE,Ectinus,aterrimus,Ectinus aterrimus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Ectinus|aterrimus|(L.)
(L.),ELATERIDAE,Ectinus,aterrimus,Ectinus aterrimus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ectinus|aterrimus|(L.)
(L.),ELATERIDAE,Ectinus,aterrimus,Ectinus aterrimus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Ectinus|aterrimus|(L.)
(L.),ELATERIDAE,Hemicrepidius,niger,Hemicrepidius niger,Meadowland,Meadowland,BEco03,Bugs,,Hemicrepidius|niger|(L.)
(L.),ELATERIDAE,Hemicrepidius,niger,Hemicrepidius niger,on trees,arboricolous,Ecoab,KochGroup,Ecology,Hemicrepidius|niger|(L.)
(L.),ELATERIDAE,Hemicrepidius,niger,Hemicrepidius niger,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Hemicrepidius|niger|(L.)
(L.),ELATERIDAE,Hemicrepidius,niger,Hemicrepidius niger,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Hemicrepidius|niger|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,Meadowland,Meadowland,BEco03,Bugs,,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,on trees,arboricolous,Ecoab,KochGroup,Ecology,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,on flowers,floricolous,Ecofl,KochGroup,Ecology,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Kibunea,minuta,Kibunea minuta,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Kibunea|minuta|(L.)
(L.),ELATERIDAE,Negastrius,pulchellus,Negastrius pulchellus,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Negastrius|pulchellus|(L.)
(L.),ELATERIDAE,Negastrius,pulchellus,Negastrius pulchellus,in sand,psammophilous,HTyps,KochGroup,Habitat type,Negastrius|pulchellus|(L.)
(L.),ELATERIDAE,Negastrius,pulchellus,Negastrius pulchellus,on river banks,ripicolous,Ecori,KochGroup,Ecology,Negastrius|pulchellus|(L.)
(L.),ELATERIDAE,Negastrius,pulchellus,Negastrius pulchellus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Negastrius|pulchellus|(L.)
(L.),ELATERIDAE,Prosternon,tessellatum,Prosternon tessellatum,Wood and trees,Wood and trees,BEco04,Bugs,,Prosternon|tessellatum|(L.)
(L.),ELATERIDAE,Prosternon,tessellatum,Prosternon tessellatum,on trees,arboricolous,Ecoab,KochGroup,Ecology,Prosternon|tessellatum|(L.)
(L.),ELATERIDAE,Prosternon,tessellatum,Prosternon tessellatum,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Prosternon|tessellatum|(L.)
(L.),ELATERIDAE,Prosternon,tessellatum,Prosternon tessellatum,on flowers,floricolous,Ecofl,KochGroup,Ecology,Prosternon|tessellatum|(L.)
(L.),ELATERIDAE,Prosternon,tessellatum,Prosternon tessellatum,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Prosternon|tessellatum|(L.)
(L.),ELATERIDAE,Selatosomus,aeneus,Selatosomus aeneus,Meadowland,Meadowland,BEco03,Bugs,,Selatosomus|aeneus|(L.)
(L.),ELATERIDAE,Selatosomus,aeneus,Selatosomus aeneus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Selatosomus|aeneus|(L.)
(L.),ELATERIDAE,Selatosomus,aeneus,Selatosomus aeneus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Selatosomus|aeneus|(L.)
(L.),ELATERIDAE,Selatosomus,aeneus,Selatosomus aeneus,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Selatosomus|aeneus|(L.)
(L.),ELATERIDAE,Selatosomus,cruciatus,Selatosomus cruciatus,Wood and trees,Wood and trees,BEco04,Bugs,,Selatosomus|cruciatus|(L.)
(L.),ELATERIDAE,Selatosomus,cruciatus,Selatosomus cruciatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Selatosomus|cruciatus|(L.)
(L.),ELATERIDAE,Selatosomus,cruciatus,Selatosomus cruciatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Selatosomus|cruciatus|(L.)
(L.),ELATERIDAE,Selatosomus,cruciatus,Selatosomus cruciatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Selatosomus|cruciatus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,Wood and trees,Wood and trees,BEco04,Bugs,,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,in sand,psammophilous,HTyps,KochGroup,Habitat type,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Sericus|brunneus|(L.)
(L.),ELATERIDAE,Sericus,brunneus,Sericus brunneus,,tyrphophilous,HTyty,KochGroup,,Sericus|brunneus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,Wood and trees,Wood and trees,BEco04,Bugs,,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,under bark,corticolous,Ecoco,KochGroup,Ecology,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,on polypore fungi,polyporicolous,Ecopo,KochGroup,Ecology,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Endomychus,coccineus,Endomychus coccineus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Endomychus|coccineus|(L.)
(L.),ENDOMYCHIDAE,Lycoperdina,succincta,Lycoperdina succincta,Wood and trees,Wood and trees,BEco04,Bugs,,Lycoperdina|succincta|(L.)
(L.),ENDOMYCHIDAE,Lycoperdina,succincta,Lycoperdina succincta,in fungi,fungicolous,Ecofu,KochGroup,Ecology,Lycoperdina|succincta|(L.)
(L.),ENDOMYCHIDAE,Lycoperdina,succincta,Lycoperdina succincta,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Lycoperdina|succincta|(L.)
(L.),ENDOMYCHIDAE,Lycoperdina,succincta,Lycoperdina succincta,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Lycoperdina|succincta|(L.)
(L.),ENDOMYCHIDAE,Lycoperdina,succincta,Lycoperdina succincta,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Lycoperdina|succincta|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,Wood and trees,Wood and trees,BEco04,Bugs,,Triplax|russica|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Triplax|russica|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Triplax|russica|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Triplax|russica|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,on polypore fungi,polyporicolous,Ecopo,KochGroup,Ecology,Triplax|russica|(L.)
(L.),EROTYLIDAE,Triplax,russica,Triplax russica,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Triplax|russica|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,Deciduous Wood and tree indicators,Indicators: Deciduous,BEco04a,Bugs,,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,Wood and trees,Wood and trees,BEco04,Bugs,,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,in wood,lignicolous,Ecoli,KochGroup,Ecology,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,on a wide variety of various plant or animal species,polyphagous,FDePo,KochGroup,Food dependency,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Melasis|buprestoides|(L.)
(L.),EUCNEMIDAE,Melasis,buprestoides,Melasis buprestoides,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Melasis|buprestoides|(L.)
(L.),GYRINIDAE,Gyrinus,natator,Gyrinus natator,Aquatics,Aquatics,BEco01,Bugs,,Gyrinus|natator|(L.)
(L.),GYRINIDAE,Gyrinus,natator,Gyrinus natator,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Gyrinus|natator|(L.)
(L.),GYRINIDAE,Gyrinus,natator,Gyrinus natator,in water,aquatic,Ecoaq,KochGroup,Ecology,Gyrinus|natator|(L.)
(L.),GYRINIDAE,Gyrinus,natator,Gyrinus natator,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Gyrinus|natator|(L.)
(L.),GYRINIDAE,Gyrinus,natator,Gyrinus natator,,tyrphophilous,HTyty,KochGroup,,Gyrinus|natator|(L.)
(L.),HIPPOBOSCIDAE,Melophagus,ovinus,Melophagus ovinus,Ectoparasites,Ectoparasite,Ecto,Bugs,,Melophagus|ovinus|(L.)
(L.),HIPPOBOSCIDAE,Melophagus,ovinus,Melophagus ovinus,specialises on a specific plant or animal species,monophagous,FDeMo,KochGroup,Food dependency,Melophagus|ovinus|(L.)
(L.),HIPPOBOSCIDAE,Melophagus,ovinus,Melophagus ovinus,tied to a particular host animal,parasitic,Ecops,KochGroup,Ecology,Melophagus|ovinus|(L.)
(L.),HIPPOBOSCIDAE,Melophagus,ovinus,Melophagus ovinus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Melophagus|ovinus|(L.)
(L.),HISTERIDAE,Atholus,bimaculatus,Atholus bimaculatus,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Atholus|bimaculatus|(L.)
(L.),HISTERIDAE,Atholus,bimaculatus,Atholus bimaculatus,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Atholus|bimaculatus|(L.)
(L.),HISTERIDAE,Atholus,bimaculatus,Atholus bimaculatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Atholus|bimaculatus|(L.)
(L.),HISTERIDAE,Atholus,bimaculatus,Atholus bimaculatus,in dung,stercoricolous,Ecosk,KochGroup,Ecology,Atholus|bimaculatus|(L.)
(L.),HISTERIDAE,Dendrophilus,pygmaeus,Dendrophilus pygmaeus,Wood and trees,Wood and trees,BEco04,Bugs,,Dendrophilus|pygmaeus|(L.)
(L.),HISTERIDAE,Dendrophilus,pygmaeus,Dendrophilus pygmaeus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dendrophilus|pygmaeus|(L.)
(L.),HISTERIDAE,Dendrophilus,pygmaeus,Dendrophilus pygmaeus,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Dendrophilus|pygmaeus|(L.)
(L.),HISTERIDAE,Dendrophilus,pygmaeus,Dendrophilus pygmaeus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Dendrophilus|pygmaeus|(L.)
(L.),HYDROPHILIDAE,Berosus,luridus,Berosus luridus,Aquatics,Aquatics,BEco01,Bugs,,Berosus|luridus|(L.)
(L.),HYDROPHILIDAE,Berosus,luridus,Berosus luridus,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Berosus|luridus|(L.)
(L.),HYDROPHILIDAE,Berosus,luridus,Berosus luridus,in water,aquatic,Ecoaq,KochGroup,Ecology,Berosus|luridus|(L.)
(L.),HYDROPHILIDAE,Berosus,luridus,Berosus luridus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Berosus|luridus|(L.)
(L.),HYDROPHILIDAE,Cercyon,melanocephalus,Cercyon melanocephalus,Dung indicators,Indicators: Dung,BEco07c,Bugs,,Cercyon|melanocephalus|(L.)
(L.),HYDROPHILIDAE,Cercyon,melanocephalus,Cercyon melanocephalus,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Cercyon|melanocephalus|(L.)
(L.),HYDROPHILIDAE,Cercyon,melanocephalus,Cercyon melanocephalus,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Cercyon|melanocephalus|(L.)
(L.),HYDROPHILIDAE,Cercyon,melanocephalus,Cercyon melanocephalus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Cercyon|melanocephalus|(L.)
(L.),HYDROPHILIDAE,Cercyon,melanocephalus,Cercyon melanocephalus,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Cercyon|melanocephalus|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,in dung,stercoricolous,Ecosk,KochGroup,Ecology,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,quisquilius,Cercyon quisquilius,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Cercyon|quisquilius|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,Carrion,Carrion,BEco07b,Bugs,,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,General synanthropic,General synanthropic,BEco09a,Bugs,,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Cercyon,unipunctatus,Cercyon unipunctatus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Cercyon|unipunctatus|(L.)
(L.),HYDROPHILIDAE,Helophorus,aquaticus,Helophorus aquaticus,Aquatics,Aquatics,BEco01,Bugs,,Helophorus|aquaticus|(L.)
(L.),HYDROPHILIDAE,Helophorus,aquaticus,Helophorus aquaticus,in water,aquatic,Ecoaq,KochGroup,Ecology,Helophorus|aquaticus|(L.)
(L.),HYDROPHILIDAE,Helophorus,aquaticus,Helophorus aquaticus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Helophorus|aquaticus|(L.)
(L.),HYDROPHILIDAE,Helophorus,granularis,Helophorus granularis,Aquatics,Aquatics,BEco01,Bugs,,Helophorus|granularis|(L.)
(L.),HYDROPHILIDAE,Helophorus,granularis,Helophorus granularis,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Helophorus|granularis|(L.)
(L.),HYDROPHILIDAE,Helophorus,granularis,Helophorus granularis,in water,aquatic,Ecoaq,KochGroup,Ecology,Helophorus|granularis|(L.)
(L.),HYDROPHILIDAE,Helophorus,granularis,Helophorus granularis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Helophorus|granularis|(L.)
(L.),HYDROPHILIDAE,Hydrobius,fuscipes,Hydrobius fuscipes,Aquatics,Aquatics,BEco01,Bugs,,Hydrobius|fuscipes|(L.)
(L.),HYDROPHILIDAE,Hydrobius,fuscipes,Hydrobius fuscipes,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Hydrobius|fuscipes|(L.)
